bugType,sourceBeforeFix,sourceAfterFix,,
DIFFERENT_METHOD_SAME_ARGS,partitionKey.getType().toString(),partitionKey.getType().getName(),,
CHANGE_IDENTIFIER,partitionKey.getType().toString(),partitionKey.getType().getName(),,
CHANGE_IDENTIFIER,public QueryRunner printPlan(){   printPlan=true;   return this; } ,public LocalQueryRunner printPlan(){   printPlan=true;   return this; } ,,
CHANGE_IDENTIFIER,ConnectorSplitManager.class,CassandraSplitManager.class,,
DIFFERENT_METHOD_SAME_ARGS,"visitNode(node,context)","visitStatement(node,context)",,
CHANGE_IDENTIFIER,"visitNode(node,context)","visitStatement(node,context)",,
DIFFERENT_METHOD_SAME_ARGS,"visitNode(node,context)","visitStatement(node,context)",,
CHANGE_IDENTIFIER,"visitNode(node,context)","visitStatement(node,context)",,
CHANGE_MODIFIER,2,10,,
CHANGE_OPERATOR,"zoneId.equals(""+00:00"") | zoneId.equals(""-00:00"")","zoneId.equals(""+00:00"") || zoneId.equals(""-00:00"")",,
CHANGE_IDENTIFIER,Exception.class,RuntimeException.class,,
SWAP_ARGUMENTS,"builder.add(new ImplementSampleAsFilter(),new SimplifyExpressions(metadata),new UnaliasSymbolReferences(),new PruneRedundantProjections(),new SetFlatteningOptimizer(),new LimitPushDown(),new PredicatePushDown(metadata,splitManager),new PredicatePushDown(metadata,splitManager),new MergeProjections(),new SimplifyExpressions(metadata),new UnaliasSymbolReferences(),new PruneRedundantProjections(),new PruneUnreferencedOutputs())","builder.add(new ImplementSampleAsFilter(),new SimplifyExpressions(metadata),new UnaliasSymbolReferences(),new PruneRedundantProjections(),new SetFlatteningOptimizer(),new LimitPushDown(),new PredicatePushDown(metadata,splitManager),new PredicatePushDown(metadata,splitManager),new MergeProjections(),new SimplifyExpressions(metadata),new UnaliasSymbolReferences(),new PruneUnreferencedOutputs(),new PruneRedundantProjections())",,
DIFFERENT_METHOD_SAME_ARGS,future.isCancelled(),future.isDone(),,
CHANGE_IDENTIFIER,future.isCancelled(),future.isDone(),,
CHANGE_MODIFIER,2,66,,
CHANGE_NUMERAL,"builder.put(columnHandle,0L)","builder.put(columnHandle,0.0)",,
CHANGE_IDENTIFIER,RuntimeException e,TableNotFoundException e,,
CHANGE_OPERATOR,bufferedBytes >= maxBufferedBytes,bufferedBytes < maxBufferedBytes,,
CHANGE_MODIFIER,0,1,,
CHANGE_MODIFIER,0,1,,
CHANGE_IDENTIFIER,"tableMetadataBuilder(TPCH_SCHEMA_NAME,TPCH_ORDERS_NAME).column(""orderkey"",LONG).column(""custkey"",LONG).column(""orderstatus"",STRING).column(""totalprice"",DOUBLE).column(""orderdate"",STRING).column(""orderpriority"",STRING).column(""clerk"",STRING).column(""shippriority"",STRING)","tableMetadataBuilder(TPCH_SCHEMA_NAME,TPCH_ORDERS_NAME).column(""orderkey"",LONG).column(""custkey"",LONG).column(""orderstatus"",STRING).column(""totalprice"",DOUBLE).column(""orderdate"",STRING).column(""orderpriority"",STRING).column(""clerk"",STRING).column(""shippriority"",LONG)",,
CHANGE_IDENTIFIER,String[],Object[],,
CHANGE_IDENTIFIER,"connectors.put(connectorName,connector)","connectors.put(connectorId,connector)",,
CHANGE_UNARY_OPERATOR,!remoteTableHandle.isPresent(),remoteTableHandle.isPresent(),,
CHANGE_OPERATOR,startOffset > pages.size(),startOffset >= pages.size(),,
CHANGE_IDENTIFIER,bindings.get(),"bindings.or(ImmutableMap.<ColumnHandle,Object>of())",,
CHANGE_UNARY_OPERATOR,taskOutput.getState().isDone(),!taskOutput.getState().isDone(),,
CHANGE_NUMERAL,"assertEquals(input.getFieldCount(),3)","assertEquals(input.getFieldCount(),4)",,
MORE_SPECIFIC_IF,(!client.isFailed()) && (!client.isGone()),(!client.isFailed()) && (!client.isGone()) && (!client.isClosed()),,
DIFFERENT_METHOD_SAME_ARGS,"queryPurger.scheduleAtFixedRate(new PurgeQueriesRunnable(queries.keySet(),queryManager),200,200,TimeUnit.MILLISECONDS)","queryPurger.scheduleWithFixedDelay(new PurgeQueriesRunnable(queries.keySet(),queryManager),200,200,TimeUnit.MILLISECONDS)",,
CHANGE_IDENTIFIER,"queryPurger.scheduleAtFixedRate(new PurgeQueriesRunnable(queries.keySet(),queryManager),200,200,TimeUnit.MILLISECONDS)","queryPurger.scheduleWithFixedDelay(new PurgeQueriesRunnable(queries.keySet(),queryManager),200,200,TimeUnit.MILLISECONDS)",,
SWAP_ARGUMENTS,"Sets.difference(liveQueries,queryIdsSnapshot)","Sets.difference(queryIdsSnapshot,liveQueries)",,
CHANGE_CALLER_IN_FUNCTION_CALL,queryIdsSnapshot.remove(deadQuery),queryIds.remove(deadQuery),,
CHANGE_IDENTIFIER,queryIdsSnapshot.remove(deadQuery),queryIds.remove(deadQuery),,
DIFFERENT_METHOD_SAME_ARGS,"Math.min(clientCount,1)","Math.max(clientCount,1)",,
CHANGE_IDENTIFIER,"Math.min(clientCount,1)","Math.max(clientCount,1)",,
DIFFERENT_METHOD_SAME_ARGS,((StringLiteral)literal).getSlice(),((StringLiteral)literal).getValue(),,
CHANGE_IDENTIFIER,((StringLiteral)literal).getSlice(),((StringLiteral)literal).getValue(),,
CHANGE_IDENTIFIER,"Cli.buildCli(""presto"",Runnable.class)","Cli.<Runnable>builder(""presto"")",,
DIFFERENT_METHOD_SAME_ARGS,"Cli.buildCli(""presto"",Runnable.class).withDefaultCommand(Server.class).withCommand(Server.class).withCommand(Execute.class).withCommand(Console.class).withCommands(Help.class)","Cli.buildCli(""presto"",Runnable.class).withDefaultCommand(Server.class).withCommand(Server.class).withCommand(Execute.class).withCommand(Console.class).withCommand(Help.class)",,
CHANGE_IDENTIFIER,"Cli.buildCli(""presto"",Runnable.class).withDefaultCommand(Server.class).withCommand(Server.class).withCommand(Execute.class).withCommand(Console.class).withCommands(Help.class)","Cli.buildCli(""presto"",Runnable.class).withDefaultCommand(Server.class).withCommand(Server.class).withCommand(Execute.class).withCommand(Console.class).withCommand(Help.class)",,
DIFFERENT_METHOD_SAME_ARGS,globalExecutionStats.getSplits(),globalExecutionStats.getStartedSplits(),,
CHANGE_IDENTIFIER,globalExecutionStats.getSplits(),globalExecutionStats.getStartedSplits(),,
DIFFERENT_METHOD_SAME_ARGS,globalExecutionStats.getSplits(),globalExecutionStats.getStartedSplits(),,
CHANGE_IDENTIFIER,globalExecutionStats.getSplits(),globalExecutionStats.getStartedSplits(),,
DIFFERENT_METHOD_SAME_ARGS,executionStats.getSplits(),executionStats.getStartedSplits(),,
CHANGE_IDENTIFIER,executionStats.getSplits(),executionStats.getStartedSplits(),,
CHANGE_MODIFIER,1,33,,
LESS_SPECIFIC_IF,Double.isNaN(rate),Double.isNaN(rate) || Double.isInfinite(rate),,
OVERLOAD_METHOD_DELETED_ARGS,"Ints.min(startedSplits.get(),completedSplits.get(),splits)","Ints.min(startedSplits.get(),splits)",,
OVERLOAD_METHOD_MORE_ARGS,"Ints.min(completedSplits.get(),splits)","Ints.min(completedSplits.get(),startedSplits.get(),splits)",,
CHANGE_NUMERAL,input.getDouble(0) < 10.0,input.getDouble(0) < 0.05,,
DIFFERENT_METHOD_SAME_ARGS,cursor.getPosition(),cursor.getCurrentValueEndPosition(),,
CHANGE_IDENTIFIER,cursor.getPosition(),cursor.getCurrentValueEndPosition(),,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
SWAP_BOOLEAN_LITERAL,DEFAULT_LABEL_MIPMAP=true,DEFAULT_LABEL_MIPMAP=false,,
MORE_SPECIFIC_IF,realIndex < columns.size(),realIndex < columns.size() && columns.get(realIndex).getColumn() != null,,
CHANGE_NUMERAL,"assertEquals(avDegree,1.0)","assertEquals(avDegree,0.5)",,
CHANGE_NUMERAL,"assertEquals(avDegree,2.0)","assertEquals(avDegree,1.0)",,
CHANGE_NUMERAL,"assertEquals(avDegree,1.0)","assertEquals(avDegree,0.5)",,
CHANGE_NUMERAL,"assertEquals(avDegree,2.0)","assertEquals(avDegree,1.0)",,
DIFFERENT_METHOD_SAME_ARGS,graphModel.getGraph().getEdgeCount(),graphModel.getGraph().getNodeCount(),,
CHANGE_IDENTIFIER,graphModel.getGraph().getEdgeCount(),graphModel.getGraph().getNodeCount(),,
MORE_SPECIFIC_IF,propEditor != null,propEditor != null && !type.isArray(),,
MORE_SPECIFIC_IF,propEditor != null,propEditor != null && !type.isArray(),,
OVERLOAD_METHOD_MORE_ARGS,column.createColumnObserver(),column.createColumnObserver(false),,
OVERLOAD_METHOD_MORE_ARGS,"NbBundle.getMessage(ImporterGEXF.class,""importerGEXF_error_pid"")","NbBundle.getMessage(ImporterGEXF.class,""importerGEXF_error_pid"",id)",,
CHANGE_NUMERAL,alpha=1,alpha=0,,
LESS_SPECIFIC_IF,streamTokenizer.ttype == StreamTokenizer.TT_WORD,"streamTokenizer.ttype == StreamTokenizer.TT_WORD || streamTokenizer.ttype == '""'",,
LESS_SPECIFIC_IF,streamTokenizer.ttype == StreamTokenizer.TT_WORD,"streamTokenizer.ttype == StreamTokenizer.TT_WORD || streamTokenizer.ttype == '""'",,
LESS_SPECIFIC_IF,streamTokenizer.ttype == StreamTokenizer.TT_WORD,"streamTokenizer.ttype == StreamTokenizer.TT_WORD || streamTokenizer.ttype == '""'",,
LESS_SPECIFIC_IF,streamTokenizer.ttype == StreamTokenizer.TT_WORD,"streamTokenizer.ttype == StreamTokenizer.TT_WORD || streamTokenizer.ttype == '""'",,
DIFFERENT_METHOD_SAME_ARGS,edge.setType(type),edge.setDirection(type),,
CHANGE_IDENTIFIER,edge.setType(type),edge.setDirection(type),,
DIFFERENT_METHOD_SAME_ARGS,edge.setType(EdgeDirection.DIRECTED),edge.setDirection(EdgeDirection.DIRECTED),,
CHANGE_IDENTIFIER,edge.setType(EdgeDirection.DIRECTED),edge.setDirection(EdgeDirection.DIRECTED),,
DIFFERENT_METHOD_SAME_ARGS,edge.setType(EdgeDirection.UNDIRECTED),edge.setDirection(EdgeDirection.UNDIRECTED),,
CHANGE_IDENTIFIER,edge.setType(EdgeDirection.UNDIRECTED),edge.setDirection(EdgeDirection.UNDIRECTED),,
DIFFERENT_METHOD_SAME_ARGS,edge.setType(edgeDefault),edge.setDirection(edgeDefault),,
CHANGE_IDENTIFIER,edge.setType(edgeDefault),edge.setDirection(edgeDefault),,
DIFFERENT_METHOD_SAME_ARGS,edge.setType(edgeDefault),edge.setDirection(edgeDefault),,
CHANGE_IDENTIFIER,edge.setType(edgeDefault),edge.setDirection(edgeDefault),,
CHANGE_OPERAND,graphWidth / 2,graphHeight / 2,,
CHANGE_IDENTIFIER,graphWidth / 2,graphHeight / 2,,
MORE_SPECIFIC_IF,vizConfig.isShowArrows() && dataBridge.isDirected(),edgeClass.isEnabled() && vizConfig.isShowArrows() && dataBridge.isDirected(),,
CHANGE_NUMERAL,size=1f,size=10.0f,,
CHANGE_OPERATOR,view != null,view == null,,
CHANGE_NUMERAL,size=1f,size=10.0f,,
MORE_SPECIFIC_IF,source != null,source != null && !source.isEmpty(),,
MORE_SPECIFIC_IF,target != null,target != null && !target.isEmpty(),,
LESS_SPECIFIC_IF,option == JOptionPane.CANCEL_OPTION,option == JOptionPane.CANCEL_OPTION || option == JOptionPane.CLOSED_OPTION,,
LESS_SPECIFIC_IF,option == JOptionPane.CANCEL_OPTION,option == JOptionPane.CANCEL_OPTION || option == JOptionPane.CLOSED_OPTION,,
DIFFERENT_METHOD_SAME_ARGS,hgraph.getMutualDegree(n),hgraph.getTotalOutDegree(n),,
CHANGE_IDENTIFIER,hgraph.getMutualDegree(n),hgraph.getTotalOutDegree(n),,
SWAP_BOOLEAN_LITERAL,visibleOnly=false,visibleOnly=true,,
SWAP_BOOLEAN_LITERAL,"NbPreferences.forModule(DataTableTopComponent.class).getBoolean(DATA_LABORATORY_ONLY_VISIBLE,false)","NbPreferences.forModule(DataTableTopComponent.class).getBoolean(DATA_LABORATORY_ONLY_VISIBLE,true)",,
CHANGE_IDENTIFIER,Set<Renderer>,Set<String>,,
CHANGE_CALLER_IN_FUNCTION_CALL,"AbstractRanking.refreshMinMax(this,graph)","DynamicAttributeRanking.refreshMinMax(this,graph)",,
CHANGE_IDENTIFIER,"AbstractRanking.refreshMinMax(this,graph)","DynamicAttributeRanking.refreshMinMax(this,graph)",,
CHANGE_CALLER_IN_FUNCTION_CALL,"AbstractRanking.refreshMinMax(this,graph)","DynamicAttributeRanking.refreshMinMax(this,graph)",,
CHANGE_IDENTIFIER,"AbstractRanking.refreshMinMax(this,graph)","DynamicAttributeRanking.refreshMinMax(this,graph)",,
LESS_SPECIFIC_IF,container.getTimeFormat().equals(TimeFormat.DATE),container.getTimeFormat().equals(TimeFormat.DATE) || container.getTimeFormat().equals(TimeFormat.DATETIME),,
LESS_SPECIFIC_IF,container.getTimeFormat().equals(TimeFormat.DATE),container.getTimeFormat().equals(TimeFormat.DATE) || container.getTimeFormat().equals(TimeFormat.DATETIME),,
LESS_SPECIFIC_IF,container.getTimeFormat().equals(TimeFormat.DATE),container.getTimeFormat().equals(TimeFormat.DATE) || container.getTimeFormat().equals(TimeFormat.DATETIME),,
LESS_SPECIFIC_IF,container.getTimeFormat().equals(TimeFormat.DATE),container.getTimeFormat().equals(TimeFormat.DATE) || container.getTimeFormat().equals(TimeFormat.DATETIME),,
OVERLOAD_METHOD_MORE_ARGS,new InputStreamReader(fileObject.getInputStream()),"new InputStreamReader(fileObject.getInputStream(),""UTF-8"")",,
CHANGE_MODIFIER,1,33,,
CHANGE_MODIFIER,1,33,,
MORE_SPECIFIC_IF,model.getSelectedLayout() != null,model != null && model.getSelectedLayout() != null,,
CHANGE_IDENTIFIER,SaveTask.class,LoadTask.class,,
CHANGE_UNARY_OPERATOR,-90,90,,
CHANGE_IDENTIFIER,"String id=reader.getAttributeValue(null,""id""); ","Integer id=Integer.parseInt(reader.getAttributeValue(null,""id"")); ",,
CHANGE_CALLER_IN_FUNCTION_CALL,nodeColumn.getIndex(),edgeColumn.getIndex(),,
CHANGE_IDENTIFIER,nodeColumn.getIndex(),edgeColumn.getIndex(),,
LESS_SPECIFIC_IF,Utilities.isMac(),Utilities.isMac() || Utilities.isUnix(),,
MORE_SPECIFIC_IF,attributeModel != null,exportAttributes && attributeModel != null,,
MORE_SPECIFIC_IF,attributeModel != null,exportAttributes && attributeModel != null,,
DIFFERENT_METHOD_SAME_ARGS,n.getNodeData().getId().toLowerCase().contains(str),n.getNodeData().getId().toLowerCase().equals(str),,
CHANGE_IDENTIFIER,n.getNodeData().getId().toLowerCase().contains(str),n.getNodeData().getId().toLowerCase().equals(str),,
DIFFERENT_METHOD_SAME_ARGS,n.getNodeData().getLabel().toLowerCase().contains(str),n.getNodeData().getLabel().toLowerCase().equals(str),,
CHANGE_IDENTIFIER,n.getNodeData().getLabel().toLowerCase().contains(str),n.getNodeData().getLabel().toLowerCase().equals(str),,
CHANGE_IDENTIFIER,"String id=reader.getAttributeValue(null,""id""); ","Integer id=Integer.parseInt(reader.getAttributeValue(null,""id"")); ",,
CHANGE_NUMERAL,"layout.createSequentialGroup().addPreferredGap(javax.swing.LayoutStyle.ComponentPlacement.RELATED).addComponent(availableStrategiesComboBox,0,232,Short.MAX_VALUE)","layout.createSequentialGroup().addPreferredGap(javax.swing.LayoutStyle.ComponentPlacement.RELATED).addComponent(availableStrategiesComboBox,0,218,Short.MAX_VALUE)",,
DIFFERENT_METHOD_SAME_ARGS,graph.getEdges(),graph.getEdgesAndMetaEdges(),,
CHANGE_IDENTIFIER,graph.getEdges(),graph.getEdgesAndMetaEdges(),,
DIFFERENT_METHOD_SAME_ARGS,graph.getEdges(),graph.getEdgesAndMetaEdges(),,
CHANGE_IDENTIFIER,graph.getEdges(),graph.getEdgesAndMetaEdges(),,
LESS_SPECIFIC_IF,"""value"".equals(key)","""value"".equals(key) || ""weight"".equals(key)",,
LESS_SPECIFIC_IF,"""source"".equals(key) || ""target"".equals(key) || ""value"".equals(key)|| ""label"".equals(key)","""source"".equals(key) || ""target"".equals(key) || ""value"".equals(key)|| ""weight"".equals(key)|| ""label"".equals(key)",,
DIFFERENT_METHOD_SAME_ARGS,container.getAttributeModel().getNodeTable(),container.getAttributeModel().getEdgeTable(),,
CHANGE_IDENTIFIER,container.getAttributeModel().getNodeTable(),container.getAttributeModel().getEdgeTable(),,
CHANGE_UNARY_OPERATOR,sourceEdgeTextData.getText().isEmpty(),!sourceEdgeTextData.getText().isEmpty(),,
CHANGE_UNARY_OPERATOR,sourceEdgeTextData.getText().isEmpty(),!sourceEdgeTextData.getText().isEmpty(),,
CHANGE_UNARY_OPERATOR,sourceEdgeTextData.getText().isEmpty(),!sourceEdgeTextData.getText().isEmpty(),,
CHANGE_IDENTIFIER,DegreeRangeBuilder.class,EgoBuilder.class,,
CHANGE_OPERAND,sourceNodeData != null,sourceNodeTextData != null,,
CHANGE_IDENTIFIER,sourceNodeData != null,sourceNodeTextData != null,,
CHANGE_UNARY_OPERATOR,sourceNodeTextData.getText().isEmpty(),!sourceNodeTextData.getText().isEmpty(),,
CHANGE_NUMERAL,2f / 3f,9f / 10f,,
CHANGE_CALLER_IN_FUNCTION_CALL,resultsE.appendChild(reportE),reportsE.appendChild(reportE),,
CHANGE_IDENTIFIER,resultsE.appendChild(reportE),reportsE.appendChild(reportE),,
MORE_SPECIFIC_IF,!undirected && vizConfig.isShowArrows() && !edge.isSelfLoop(),!undirected && vizConfig.isShowArrows() && !edge.isSelfLoop()&& edge.isDirected(),,
CHANGE_NUMERAL,toRemove[0],toRemove[1],,
LESS_SPECIFIC_IF,"type.equalsIgnoreCase(""boolean"")","type.equalsIgnoreCase(""boolean"") || type.equalsIgnoreCase(""bool"")",,
LESS_SPECIFIC_IF,"type.equalsIgnoreCase(""integer"")","type.equalsIgnoreCase(""integer"") || type.equalsIgnoreCase(""int"")",,
CHANGE_OPERATOR,minZ != 0f && maxZ != 0f,minZ != 0f || maxZ != 0f,,
CHANGE_OPERATOR,minZ != 0f && maxZ != 0f,minZ != 0f || maxZ != 0f,,
CHANGE_CALLER_IN_FUNCTION_CALL,"colorModeClass.equals(""ProportionalSizeMode"")","sizeModeClass.equals(""ProportionalSizeMode"")",,
CHANGE_IDENTIFIER,"colorModeClass.equals(""ProportionalSizeMode"")","sizeModeClass.equals(""ProportionalSizeMode"")",,
CHANGE_CALLER_IN_FUNCTION_CALL,"colorModeClass.equals(""ScaledSizeMode"")","sizeModeClass.equals(""ScaledSizeMode"")",,
CHANGE_IDENTIFIER,"colorModeClass.equals(""ScaledSizeMode"")","sizeModeClass.equals(""ScaledSizeMode"")",,
CHANGE_NUMERAL,DEFAULT_OCTREE_WIDTH=10000,DEFAULT_OCTREE_WIDTH=50000,,
CHANGE_MODIFIER,9,1033,,
CHANGE_OPERAND,"""Stream "" + importer","""Stream "" + importerName",,
CHANGE_IDENTIFIER,"""Stream "" + importer","""Stream "" + importerName",,
CHANGE_OPERAND,"""Stream "" + importer","""Stream "" + importerName",,
CHANGE_IDENTIFIER,"""Stream "" + importer","""Stream "" + importerName",,
CHANGE_IDENTIFIER,saveRunnable instanceof LongTask,saveTask instanceof LongTask,,
CHANGE_IDENTIFIER,loadRunnable instanceof LongTask,loadTask instanceof LongTask,,
OVERLOAD_METHOD_MORE_ARGS,"NbBundle.getMessage(DesktopImportControllerUI.class,""DesktopImportControllerUI.spigot.ui.dialog.title"")","NbBundle.getMessage(DesktopImportControllerUI.class,""DesktopImportControllerUI.spigot.ui.dialog.title"",ui.getDisplayName())",,
DIFFERENT_METHOD_SAME_ARGS,graphModel.isDirected(),graphModel.isMixed(),,
CHANGE_IDENTIFIER,graphModel.isDirected(),graphModel.isMixed(),,
DIFFERENT_METHOD_SAME_ARGS,FiltersTopComponent.findInstance().getUiModel().getSelectedQuery(),FiltersTopComponent.findInstance().getUiModel().getSelectedRoot(),,
CHANGE_IDENTIFIER,FiltersTopComponent.findInstance().getUiModel().getSelectedQuery(),FiltersTopComponent.findInstance().getUiModel().getSelectedRoot(),,
OVERLOAD_METHOD_MORE_ARGS,absEdge.getTarget(),absEdge.getTarget(view.getViewId()),,
DIFFERENT_METHOD_SAME_ARGS,n.getNodeData().x(),n.getNodeData().y(),,
CHANGE_IDENTIFIER,n.getNodeData().x(),n.getNodeData().y(),,
LESS_SPECIFIC_IF,"fileObject.hasExt(""zip"")","fileObject.hasExt(""zip"") || fileObject.hasExt(""ZIP"")",,
DIFFERENT_METHOD_SAME_ARGS,graphModel.getUndirectedGraph(),graphModel.getUndirectedGraphVisible(),,
CHANGE_IDENTIFIER,graphModel.getUndirectedGraph(),graphModel.getUndirectedGraphVisible(),,
DIFFERENT_METHOD_SAME_ARGS,graphModel.getDirectedGraph(),graphModel.getDirectedGraphVisible(),,
CHANGE_IDENTIFIER,graphModel.getDirectedGraph(),graphModel.getDirectedGraphVisible(),,
DIFFERENT_METHOD_SAME_ARGS,graphModel.getUndirectedGraph(),graphModel.getUndirectedGraphVisible(),,
CHANGE_IDENTIFIER,graphModel.getUndirectedGraph(),graphModel.getUndirectedGraphVisible(),,
SWAP_ARGUMENTS,"new Font(nodeFontName,nodeFontSize,nodeFontStyle)","new Font(nodeFontName,nodeFontStyle,nodeFontSize)",,
SWAP_ARGUMENTS,"new Font(edgeFontName,edgeFontSize,edgeFontStyle)","new Font(edgeFontName,edgeFontStyle,edgeFontSize)",,
CHANGE_CALLER_IN_FUNCTION_CALL,titleTextField.getText(),nameTextField.getText(),,
CHANGE_IDENTIFIER,titleTextField.getText(),nameTextField.getText(),,
CHANGE_CALLER_IN_FUNCTION_CALL,titleTextField.getText(),nameTextField.getText(),,
CHANGE_IDENTIFIER,titleTextField.getText(),nameTextField.getText(),,
CHANGE_CALLER_IN_FUNCTION_CALL,nameTextField.getText(),titleTextField.getText(),,
CHANGE_IDENTIFIER,nameTextField.getText(),titleTextField.getText(),,
LESS_SPECIFIC_IF,model.getNodeTextColumns() == null,model.getNodeTextColumns() == null || model.getNodeTextColumns().length == 0,,
LESS_SPECIFIC_IF,model.getNodeTextColumns() == null,model.getNodeTextColumns() == null || model.getNodeTextColumns().length == 0,,
MORE_SPECIFIC_IF,selectedFile != null,selectedFile != null && fileFilter != null,,
MORE_SPECIFIC_IF,selectedFile != null,selectedFile != null && fileFilter != null,,
MORE_SPECIFIC_IF,model.getCurrentResult() != null,model.getCurrentResult() != null && graphModel != null,,
CHANGE_IDENTIFIER,Integer[],Float[],,
DIFFERENT_METHOD_SAME_ARGS,"AttributeUtils.getDefault().getMin(column,valuesArray)","AttributeUtils.getDefault().getMax(column,valuesArray)",,
CHANGE_IDENTIFIER,"AttributeUtils.getDefault().getMin(column,valuesArray)","AttributeUtils.getDefault().getMax(column,valuesArray)",,
DIFFERENT_METHOD_SAME_ARGS,view.getClusteredLayerInDegree(absNode),view.getClusteredLayerDegree(absNode),,
CHANGE_IDENTIFIER,view.getClusteredLayerInDegree(absNode),view.getClusteredLayerDegree(absNode),,
DIFFERENT_METHOD_SAME_ARGS,view.getClusteredLayerInDegree(absNode),view.getClusteredLayerDegree(absNode),,
CHANGE_IDENTIFIER,view.getClusteredLayerInDegree(absNode),view.getClusteredLayerDegree(absNode),,
CHANGE_NUMERAL,(getSource().x() + getTarget().x()) / 2f,(getSource().x() + getTarget().x()) / 3f,,
CHANGE_NUMERAL,(getSource().y() + getTarget().y()) / 2f,(getSource().y() + getTarget().y()) / 3f,,
CHANGE_NUMERAL,(getSource().z() + getTarget().z()) / 2f,(getSource().z() + getTarget().z()) / 3f,,
DIFFERENT_METHOD_SAME_ARGS,graphVersion.incNodeVersion(),graphVersion.incNodeAndEdgeVersion(),,
CHANGE_IDENTIFIER,graphVersion.incNodeVersion(),graphVersion.incNodeAndEdgeVersion(),,
DIFFERENT_METHOD_SAME_ARGS,graphVersion.incNodeVersion(),graphVersion.incNodeAndEdgeVersion(),,
CHANGE_IDENTIFIER,graphVersion.incNodeVersion(),graphVersion.incNodeAndEdgeVersion(),,
CHANGE_OPERATOR,edgeData.getAttributes() == null,edgeData.getAttributes() != null,,
CHANGE_OPERATOR,nodeData.getAttributes() == null,nodeData.getAttributes() != null,,
CHANGE_IDENTIFIER,ImmutableList<String>,ImmutableList<Number>,,
SWAP_ARGUMENTS,"assertEquals(actual,expected)","assertEquals(expected,actual)",,
OVERLOAD_METHOD_MORE_ARGS,"assertAbout(javaSources()).that(ImmutableList.of(javaFileObject,nestedJavaFileObject)).withCompilerOptions(""-Xlint:-processing"")","assertAbout(javaSources()).that(ImmutableList.of(javaFileObject,nestedJavaFileObject)).withCompilerOptions(""-Xlint:-processing"",""-implicit:none"")",,
CHANGE_IDENTIFIER,WildcardType maybeWildcardType,TypeMirror maybeWildcardType,,
CHANGE_IDENTIFIER,ReflectiveOperationException e,Exception e,,
CHANGE_IDENTIFIER,ReflectiveOperationException e,Exception e,,
OVERLOAD_METHOD_MORE_ARGS,methodsToImplement(methods),"methodsToImplement(type,methods)",,
CHANGE_IDENTIFIER,methodsToImplement(methods),"methodsToImplement(type,methods)",,
OVERLOAD_METHOD_MORE_ARGS,methodsToImplement(methods),"methodsToImplement(type,methods)",,
CHANGE_IDENTIFIER,methodsToImplement(methods),"methodsToImplement(type,methods)",,
CHANGE_CALLER_IN_FUNCTION_CALL,Dagger_AutoFactoryProcessorComponent.builder(),DaggerAutoFactoryProcessorComponent.builder(),,
CHANGE_IDENTIFIER,Dagger_AutoFactoryProcessorComponent.builder(),DaggerAutoFactoryProcessorComponent.builder(),,
CHANGE_IDENTIFIER,ImmutableSet.Builder<ImplemetationMethodDescriptor>,ImmutableSet.Builder<ImplementationMethodDescriptor>,,
CHANGE_CALLER_IN_FUNCTION_CALL,implemetationMethodDescriptors.build(),implementationMethodDescriptors.build(),,
CHANGE_IDENTIFIER,implemetationMethodDescriptors.build(),implementationMethodDescriptors.build(),,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImplemetationMethodDescriptor methodDescriptor,ImplementationMethodDescriptor methodDescriptor,,
CHANGE_IDENTIFIER,ImmutableSet.Builder<ImplemetationMethodDescriptor>,ImmutableSet.Builder<ImplementationMethodDescriptor>,,
CHANGE_CALLER_IN_FUNCTION_CALL,implemetationMethodDescriptors.build(),implementationMethodDescriptors.build(),,
CHANGE_IDENTIFIER,implemetationMethodDescriptors.build(),implementationMethodDescriptors.build(),,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImmutableSet<ImplemetationMethodDescriptor>,ImmutableSet<ImplementationMethodDescriptor>,,
CHANGE_IDENTIFIER,ImplemetationMethodDescriptor methodDescriptor,ImplementationMethodDescriptor methodDescriptor,,
